Ref_Date,GEO,TRAFFIC,Vector,Coordinate,Value
2010,"Trenton, Nova Scotia",Passenger flights,v65780437,5003.8,x
2011,"Trenton, Nova Scotia",Passenger flights,v65780437,5003.8,x
2012,"Trenton, Nova Scotia",Passenger flights,v65780437,5003.8,x
2013,"Trenton, Nova Scotia",Passenger flights,v65780437,5003.8,x
2014,"Trenton, Nova Scotia",Passenger flights,v65780437,5003.8,x
2015,"Trenton, Nova Scotia",Passenger flights,v65780437,5003.8,x
2010,"Yarmouth, Nova Scotia","Total, passengers enplaned and deplaned",v65779678,170.1,0.0
2011,"Yarmouth, Nova Scotia","Total, passengers enplaned and deplaned",v65779678,170.1,x
2012,"Yarmouth, Nova Scotia","Total, passengers enplaned and deplaned",v65779678,170.1,..
2013,"Yarmouth, Nova Scotia","Total, passengers enplaned and deplaned",v65779678,170.1,x
2014,"Yarmouth, Nova Scotia","Total, passengers enplaned and deplaned",v65779678,170.1,0.0
2015,"Yarmouth, Nova Scotia","Total, passengers enplaned and deplaned",v65779678,170.1,x
2010,"Yarmouth, Nova Scotia",Passengers enplaned,v65779679,170.2,0.0
2011,"Yarmouth, Nova Scotia",Passengers enplaned,v65779679,170.2,x
2012,"Yarmouth, Nova Scotia",Passengers enplaned,v65779679,170.2,..
2013,"Yarmouth, Nova Scotia",Passengers enplaned,v65779679,170.2,x
2014,"Yarmouth, Nova Scotia",Passengers enplaned,v65779679,170.2,0.0
2015,"Yarmouth, Nova Scotia",Passengers enplaned,v65779679,170.2,x
2010,"Yarmouth, Nova Scotia",Passengers deplaned,v65779680,170.3,0.0
2011,"Yarmouth, Nova Scotia",Passengers deplaned,v65779680,170.3,x
2012,"Yarmouth, Nova Scotia",Passengers deplaned,v65779680,170.3,..
2013,"Yarmouth, Nova Scotia",Passengers deplaned,v65779680,170.3,x
2014,"Yarmouth, Nova Scotia",Passengers deplaned,v65779680,170.3,0.0
2015,"Yarmouth, Nova Scotia",Passengers deplaned,v65779680,170.3,x
2010,"Yarmouth, Nova Scotia","Total, passenger sector",v65779681,170.4,0.0
2011,"Yarmouth, Nova Scotia","Total, passenger sector",v65779681,170.4,x
2012,"Yarmouth, Nova Scotia","Total, passenger sector",v65779681,170.4,..
2013,"Yarmouth, Nova Scotia","Total, passenger sector",v65779681,170.4,x
2014,"Yarmouth, Nova Scotia","Total, passenger sector",v65779681,170.4,0.0
2015,"Yarmouth, Nova Scotia","Total, passenger sector",v65779681,170.4,x
2010,"Yarmouth, Nova Scotia",Domestic sector,v65779682,170.5,0.0
2011,"Yarmouth, Nova Scotia",Domestic sector,v65779682,170.5,x
2012,"Yarmouth, Nova Scotia",Domestic sector,v65779682,170.5,..
2013,"Yarmouth, Nova Scotia",Domestic sector,v65779682,170.5,x
2014,"Yarmouth, Nova Scotia",Domestic sector,v65779682,170.5,0.0
2015,"Yarmouth, Nova Scotia",Domestic sector,v65779682,170.5,0.0
2010,"Yarmouth, Nova Scotia",Transborder sector,v65779683,170.6,0.0
2011,"Yarmouth, Nova Scotia",Transborder sector,v65779683,170.6,x
2012,"Yarmouth, Nova Scotia",Transborder sector,v65779683,170.6,..
2013,"Yarmouth, Nova Scotia",Transborder sector,v65779683,170.6,x
2014,"Yarmouth, Nova Scotia",Transborder sector,v65779683,170.6,0.0
2015,"Yarmouth, Nova Scotia",Transborder sector,v65779683,170.6,x
2010,"Yarmouth, Nova Scotia",Other International sector,v65779684,170.7,0.0
2011,"Yarmouth, Nova Scotia",Other International sector,v65779684,170.7,0.0
2012,"Yarmouth, Nova Scotia",Other International sector,v65779684,170.7,..
2013,"Yarmouth, Nova Scotia",Other International sector,v65779684,170.7,0.0
2014,"Yarmouth, Nova Scotia",Other International sector,v65779684,170.7,0.0
2015,"Yarmouth, Nova Scotia",Other International sector,v65779684,170.7,0.0
2010,"Yarmouth, Nova Scotia",Passenger flights,v65779685,170.8,x
2011,"Yarmouth, Nova Scotia",Passenger flights,v65779685,170.8,x
2012,"Yarmouth, Nova Scotia",Passenger flights,v65779685,170.8,..
2013,"Yarmouth, Nova Scotia",Passenger flights,v65779685,170.8,x
2014,"Yarmouth, Nova Scotia",Passenger flights,v65779685,170.8,x
2015,"Yarmouth, Nova Scotia",Passenger flights,v65779685,170.8,x
2010,New Brunswick,"Total, passengers enplaned and deplaned",v65781726,104000.1,x
2011,New Brunswick,"Total, passengers enplaned and deplaned",v65781726,104000.1,x
2012,New Brunswick,"Total, passengers enplaned and deplaned",v65781726,104000.1,x
2013,New Brunswick,"Total, passengers enplaned and deplaned",v65781726,104000.1,x
2014,New Brunswick,"Total, passengers enplaned and deplaned",v65781726,104000.1,x
2015,New Brunswick,"Total, passengers enplaned and deplaned",v65781726,104000.1,x
2010,New Brunswick,Passengers enplaned,v65781727,104000.2,x
2011,New Brunswick,Passengers enplaned,v65781727,104000.2,x
2012,New Brunswick,Passengers enplaned,v65781727,104000.2,x
2013,New Brunswick,Passengers enplaned,v65781727,104000.2,x
2014,New Brunswick,Passengers enplaned,v65781727,104000.2,x
2015,New Brunswick,Passengers enplaned,v65781727,104000.2,x
2010,New Brunswick,Passengers deplaned,v65781728,104000.3,x
2011,New Brunswick,Passengers deplaned,v65781728,104000.3,x
2012,New Brunswick,Passengers deplaned,v65781728,104000.3,x
2013,New Brunswick,Passengers deplaned,v65781728,104000.3,x
2014,New Brunswick,Passengers deplaned,v65781728,104000.3,x
2015,New Brunswick,Passengers deplaned,v65781728,104000.3,x
2010,New Brunswick,"Total, passenger sector",v65781729,104000.4,x
2011,New Brunswick,"Total, passenger sector",v65781729,104000.4,x
2012,New Brunswick,"Total, passenger sector",v65781729,104000.4,x
2013,New Brunswick,"Total, passenger sector",v65781729,104000.4,x
2014,New Brunswick,"Total, passenger sector",v65781729,104000.4,x
2015,New Brunswick,"Total, passenger sector",v65781729,104000.4,x
2010,New Brunswick,Domestic sector,v65781730,104000.5,x
2011,New Brunswick,Domestic sector,v65781730,104000.5,x
2012,New Brunswick,Domestic sector,v65781730,104000.5,x
2013,New Brunswick,Domestic sector,v65781730,104000.5,x
2014,New Brunswick,Domestic sector,v65781730,104000.5,x
2015,New Brunswick,Domestic sector,v65781730,104000.5,x
2010,New Brunswick,Transborder sector,v65781731,104000.6,x
2011,New Brunswick,Transborder sector,v65781731,104000.6,x
2012,New Brunswick,Transborder sector,v65781731,104000.6,x
2013,New Brunswick,Transborder sector,v65781731,104000.6,x
2014,New Brunswick,Transborder sector,v65781731,104000.6,x
2015,New Brunswick,Transborder sector,v65781731,104000.6,x
2010,New Brunswick,Other International sector,v65781732,104000.7,x
2011,New Brunswick,Other International sector,v65781732,104000.7,x
2012,New Brunswick,Other International sector,v65781732,104000.7,x
2013,New Brunswick,Other International sector,v65781732,104000.7,x
2014,New Brunswick,Other International sector,v65781732,104000.7,x
2015,New Brunswick,Other International sector,v65781732,104000.7,x
2010,New Brunswick,Passenger flights,v65781733,104000.8,28273.0
2011,New Brunswick,Passenger flights,v65781733,104000.8,30171.0
2012,New Brunswick,Passenger flights,v65781733,104000.8,28497.0
2013,New Brunswick,Passenger flights,v65781733,104000.8,30379.0
2014,New Brunswick,Passenger flights,v65781733,104000.8,29990.0
2015,New Brunswick,Passenger flights,v65781733,104000.8,30813.0
2010,"Bathurst, New Brunswick","Total, passengers enplaned and deplaned",v65779822,194.1,x
2011,"Bathurst, New Brunswick","Total, passengers enplaned and deplaned",v65779822,194.1,x
2012,"Bathurst, New Brunswick","Total, passengers enplaned and deplaned",v65779822,194.1,x
2013,"Bathurst, New Brunswick","Total, passengers enplaned and deplaned",v65779822,194.1,x
2014,"Bathurst, New Brunswick","Total, passengers enplaned and deplaned",v65779822,194.1,x
2015,"Bathurst, New Brunswick","Total, passengers enplaned and deplaned",v65779822,194.1,x
2010,"Bathurst, New Brunswick",Passengers enplaned,v65779823,194.2,x
2011,"Bathurst, New Brunswick",Passengers enplaned,v65779823,194.2,x
2012,"Bathurst, New Brunswick",Passengers enplaned,v65779823,194.2,x
2013,"Bathurst, New Brunswick",Passengers enplaned,v65779823,194.2,x
2014,"Bathurst, New Brunswick",Passengers enplaned,v65779823,194.2,x
2015,"Bathurst, New Brunswick",Passengers enplaned,v65779823,194.2,x
2010,"Bathurst, New Brunswick",Passengers deplaned,v65779824,194.3,x
2011,"Bathurst, New Brunswick",Passengers deplaned,v65779824,194.3,x
2012,"Bathurst, New Brunswick",Passengers deplaned,v65779824,194.3,x
2013,"Bathurst, New Brunswick",Passengers deplaned,v65779824,194.3,x
2014,"Bathurst, New Brunswick",Passengers deplaned,v65779824,194.3,x
2015,"Bathurst, New Brunswick",Passengers deplaned,v65779824,194.3,x
2010,"Bathurst, New Brunswick","Total, passenger sector",v65779825,194.4,x
2011,"Bathurst, New Brunswick","Total, passenger sector",v65779825,194.4,x
2012,"Bathurst, New Brunswick","Total, passenger sector",v65779825,194.4,x
2013,"Bathurst, New Brunswick","Total, passenger sector",v65779825,194.4,x
2014,"Bathurst, New Brunswick","Total, passenger sector",v65779825,194.4,x
2015,"Bathurst, New Brunswick","Total, passenger sector",v65779825,194.4,x
2010,"Bathurst, New Brunswick",Domestic sector,v65779826,194.5,x
2011,"Bathurst, New Brunswick",Domestic sector,v65779826,194.5,x
2012,"Bathurst, New Brunswick",Domestic sector,v65779826,194.5,x
2013,"Bathurst, New Brunswick",Domestic sector,v65779826,194.5,x
2014,"Bathurst, New Brunswick",Domestic sector,v65779826,194.5,x
2015,"Bathurst, New Brunswick",Domestic sector,v65779826,194.5,x
2010,"Bathurst, New Brunswick",Transborder sector,v65779827,194.6,0.0
2011,"Bathurst, New Brunswick",Transborder sector,v65779827,194.6,0.0
2012,"Bathurst, New Brunswick",Transborder sector,v65779827,194.6,0.0
2013,"Bathurst, New Brunswick",Transborder sector,v65779827,194.6,x
2014,"Bathurst, New Brunswick",Transborder sector,v65779827,194.6,0.0
2015,"Bathurst, New Brunswick",Transborder sector,v65779827,194.6,0.0
2010,"Bathurst, New Brunswick",Other International sector,v65779828,194.7,0.0
2011,"Bathurst, New Brunswick",Other International sector,v65779828,194.7,0.0
2012,"Bathurst, New Brunswick",Other International sector,v65779828,194.7,0.0
2013,"Bathurst, New Brunswick",Other International sector,v65779828,194.7,0.0
2014,"Bathurst, New Brunswick",Other International sector,v65779828,194.7,0.0
2015,"Bathurst, New Brunswick",Other International sector,v65779828,194.7,0.0
2010,"Bathurst, New Brunswick",Passenger flights,v65779829,194.8,x
2011,"Bathurst, New Brunswick",Passenger flights,v65779829,194.8,x
2012,"Bathurst, New Brunswick",Passenger flights,v65779829,194.8,x
2013,"Bathurst, New Brunswick",Passenger flights,v65779829,194.8,x
2014,"Bathurst, New Brunswick",Passenger flights,v65779829,194.8,x
2015,"Bathurst, New Brunswick",Passenger flights,v65779829,194.8,x
2010,"Charlo, New Brunswick","Total, passengers enplaned and deplaned",v65778934,62.1,x
2011,"Charlo, New Brunswick","Total, passengers enplaned and deplaned",v65778934,62.1,x
2012,"Charlo, New Brunswick","Total, passengers enplaned and deplaned",v65778934,62.1,x
2013,"Charlo, New Brunswick","Total, passengers enplaned and deplaned",v65778934,62.1,x
2014,"Charlo, New Brunswick","Total, passengers enplaned and deplaned",v65778934,62.1,x
2015,"Charlo, New Brunswick","Total, passengers enplaned and deplaned",v65778934,62.1,x
2010,"Charlo, New Brunswick",Passengers enplaned,v65778935,62.2,x
2011,"Charlo, New Brunswick",Passengers enplaned,v65778935,62.2,x
2012,"Charlo, New Brunswick",Passengers enplaned,v65778935,62.2,x
2013,"Charlo, New Brunswick",Passengers enplaned,v65778935,62.2,x
2014,"Charlo, New Brunswick",Passengers enplaned,v65778935,62.2,x
2015,"Charlo, New Brunswick",Passengers enplaned,v65778935,62.2,x
2010,"Charlo, New Brunswick",Passengers deplaned,v65778936,62.3,0.0
2011,"Charlo, New Brunswick",Passengers deplaned,v65778936,62.3,x
2012,"Charlo, New Brunswick",Passengers deplaned,v65778936,62.3,x
2013,"Charlo, New Brunswick",Passengers deplaned,v65778936,62.3,x
2014,"Charlo, New Brunswick",Passengers deplaned,v65778936,62.3,x
2015,"Charlo, New Brunswick",Passengers deplaned,v65778936,62.3,x
2010,"Charlo, New Brunswick","Total, passenger sector",v65778937,62.4,x
2011,"Charlo, New Brunswick","Total, passenger sector",v65778937,62.4,x
2012,"Charlo, New Brunswick","Total, passenger sector",v65778937,62.4,x
2013,"Charlo, New Brunswick","Total, passenger sector",v65778937,62.4,x
2014,"Charlo, New Brunswick","Total, passenger sector",v65778937,62.4,x
2015,"Charlo, New Brunswick","Total, passenger sector",v65778937,62.4,x
2010,"Charlo, New Brunswick",Domestic sector,v65778938,62.5,0.0
2011,"Charlo, New Brunswick",Domestic sector,v65778938,62.5,0.0
2012,"Charlo, New Brunswick",Domestic sector,v65778938,62.5,x
2013,"Charlo, New Brunswick",Domestic sector,v65778938,62.5,x
2014,"Charlo, New Brunswick",Domestic sector,v65778938,62.5,x
2015,"Charlo, New Brunswick",Domestic sector,v65778938,62.5,x
2010,"Charlo, New Brunswick",Transborder sector,v65778939,62.6,x
2011,"Charlo, New Brunswick",Transborder sector,v65778939,62.6,x
2012,"Charlo, New Brunswick",Transborder sector,v65778939,62.6,x
2013,"Charlo, New Brunswick",Transborder sector,v65778939,62.6,x
2014,"Charlo, New Brunswick",Transborder sector,v65778939,62.6,x
2015,"Charlo, New Brunswick",Transborder sector,v65778939,62.6,x
2010,"Charlo, New Brunswick",Other International sector,v65778940,62.7,0.0
2011,"Charlo, New Brunswick",Other International sector,v65778940,62.7,0.0
2012,"Charlo, New Brunswick",Other International sector,v65778940,62.7,0.0
2013,"Charlo, New Brunswick",Other International sector,v65778940,62.7,0.0
2014,"Charlo, New Brunswick",Other International sector,v65778940,62.7,0.0
2015,"Charlo, New Brunswick",Other International sector,v65778940,62.7,0.0
2010,"Charlo, New Brunswick",Passenger flights,v65778941,62.8,x
2011,"Charlo, New Brunswick",Passenger flights,v65778941,62.8,x
2012,"Charlo, New Brunswick",Passenger flights,v65778941,62.8,x
2013,"Charlo, New Brunswick",Passenger flights,v65778941,62.8,x
2014,"Charlo, New Brunswick",Passenger flights,v65778941,62.8,x
2015,"Charlo, New Brunswick",Passenger flights,v65778941,62.8,x
2010,"Fredericton International, New Brunswick","Total, passengers enplaned and deplaned",v65778758,37.1,x
2011,"Fredericton International, New Brunswick","Total, passengers enplaned and deplaned",v65778758,37.1,x
2012,"Fredericton International, New Brunswick","Total, passengers enplaned and deplaned",v65778758,37.1,x
2013,"Fredericton International, New Brunswick","Total, passengers enplaned and deplaned",v65778758,37.1,x
2014,"Fredericton International, New Brunswick","Total, passengers enplaned and deplaned",v65778758,37.1,x
2015,"Fredericton International, New Brunswick","Total, passengers enplaned and deplaned",v65778758,37.1,337289.0
2010,"Fredericton International, New Brunswick",Passengers enplaned,v65778759,37.2,x
2011,"Fredericton International, New Brunswick",Passengers enplaned,v65778759,37.2,x
2012,"Fredericton International, New Brunswick",Passengers enplaned,v65778759,37.2,x
2013,"Fredericton International, New Brunswick",Passengers enplaned,v65778759,37.2,x
2014,"Fredericton International, New Brunswick",Passengers enplaned,v65778759,37.2,x
2015,"Fredericton International, New Brunswick",Passengers enplaned,v65778759,37.2,168765.0
2010,"Fredericton International, New Brunswick",Passengers deplaned,v65778760,37.3,x
2011,"Fredericton International, New Brunswick",Passengers deplaned,v65778760,37.3,x
2012,"Fredericton International, New Brunswick",Passengers deplaned,v65778760,37.3,x
2013,"Fredericton International, New Brunswick",Passengers deplaned,v65778760,37.3,x
2014,"Fredericton International, New Brunswick",Passengers deplaned,v65778760,37.3,x
2015,"Fredericton International, New Brunswick",Passengers deplaned,v65778760,37.3,168524.0
2010,"Fredericton International, New Brunswick","Total, passenger sector",v65778761,37.4,x
2011,"Fredericton International, New Brunswick","Total, passenger sector",v65778761,37.4,x
2012,"Fredericton International, New Brunswick","Total, passenger sector",v65778761,37.4,x
2013,"Fredericton International, New Brunswick","Total, passenger sector",v65778761,37.4,x
2014,"Fredericton International, New Brunswick","Total, passenger sector",v65778761,37.4,x
2015,"Fredericton International, New Brunswick","Total, passenger sector",v65778761,37.4,337289.0
2010,"Fredericton International, New Brunswick",Domestic sector,v65778762,37.5,x
2011,"Fredericton International, New Brunswick",Domestic sector,v65778762,37.5,x
2012,"Fredericton International, New Brunswick",Domestic sector,v65778762,37.5,x
2013,"Fredericton International, New Brunswick",Domestic sector,v65778762,37.5,x
2014,"Fredericton International, New Brunswick",Domestic sector,v65778762,37.5,x
2015,"Fredericton International, New Brunswick",Domestic sector,v65778762,37.5,337251.0
2010,"Fredericton International, New Brunswick",Transborder sector,v65778763,37.6,x
2011,"Fredericton International, New Brunswick",Transborder sector,v65778763,37.6,x
2012,"Fredericton International, New Brunswick",Transborder sector,v65778763,37.6,330.0
2013,"Fredericton International, New Brunswick",Transborder sector,v65778763,37.6,x
2014,"Fredericton International, New Brunswick",Transborder sector,v65778763,37.6,x
2015,"Fredericton International, New Brunswick",Transborder sector,v65778763,37.6,x
2010,"Fredericton International, New Brunswick",Other International sector,v65778764,37.7,x
2011,"Fredericton International, New Brunswick",Other International sector,v65778764,37.7,x
2012,"Fredericton International, New Brunswick",Other International sector,v65778764,37.7,x
2013,"Fredericton International, New Brunswick",Other International sector,v65778764,37.7,x
2014,"Fredericton International, New Brunswick",Other International sector,v65778764,37.7,x
2015,"Fredericton International, New Brunswick",Other International sector,v65778764,37.7,x
2010,"Fredericton International, New Brunswick",Passenger flights,v65778765,37.8,8401.0
2011,"Fredericton International, New Brunswick",Passenger flights,v65778765,37.8,8588.0
2012,"Fredericton International, New Brunswick",Passenger flights,v65778765,37.8,7783.0
2013,"Fredericton International, New Brunswick",Passenger flights,v65778765,37.8,8066.0
2014,"Fredericton International, New Brunswick",Passenger flights,v65778765,37.8,8273.0
2015,"Fredericton International, New Brunswick",Passenger flights,v65778765,37.8,9315.0
2010,"Miramichi, New Brunswick","Total, passengers enplaned and deplaned",v65778950,64.1,x
2011,"Miramichi, New Brunswick","Total, passengers enplaned and deplaned",v65778950,64.1,0.0
2012,"Miramichi, New Brunswick","Total, passengers enplaned and deplaned",v65778950,64.1,x
2013,"Miramichi, New Brunswick","Total, passengers enplaned and deplaned",v65778950,64.1,x
2014,"Miramichi, New Brunswick","Total, passengers enplaned and deplaned",v65778950,64.1,x
2015,"Miramichi, New Brunswick","Total, passengers enplaned and deplaned",v65778950,64.1,x
2010,"Miramichi, New Brunswick",Passengers enplaned,v65778951,64.2,x
2011,"Miramichi, New Brunswick",Passengers enplaned,v65778951,64.2,0.0
2012,"Miramichi, New Brunswick",Passengers enplaned,v65778951,64.2,x
2013,"Miramichi, New Brunswick",Passengers enplaned,v65778951,64.2,x
2014,"Miramichi, New Brunswick",Passengers enplaned,v65778951,64.2,x
2015,"Miramichi, New Brunswick",Passengers enplaned,v65778951,64.2,x
2010,"Miramichi, New Brunswick",Passengers deplaned,v65778952,64.3,0.0
2011,"Miramichi, New Brunswick",Passengers deplaned,v65778952,64.3,0.0
2012,"Miramichi, New Brunswick",Passengers deplaned,v65778952,64.3,x
2013,"Miramichi, New Brunswick",Passengers deplaned,v65778952,64.3,x
2014,"Miramichi, New Brunswick",Passengers deplaned,v65778952,64.3,x
2015,"Miramichi, New Brunswick",Passengers deplaned,v65778952,64.3,x
2010,"Miramichi, New Brunswick","Total, passenger sector",v65778953,64.4,x
2011,"Miramichi, New Brunswick","Total, passenger sector",v65778953,64.4,0.0
2012,"Miramichi, New Brunswick","Total, passenger sector",v65778953,64.4,x
2013,"Miramichi, New Brunswick","Total, passenger sector",v65778953,64.4,x
2014,"Miramichi, New Brunswick","Total, passenger sector",v65778953,64.4,x
2015,"Miramichi, New Brunswick","Total, passenger sector",v65778953,64.4,x
2010,"Miramichi, New Brunswick",Domestic sector,v65778954,64.5,0.0
2011,"Miramichi, New Brunswick",Domestic sector,v65778954,64.5,0.0
2012,"Miramichi, New Brunswick",Domestic sector,v65778954,64.5,x
2013,"Miramichi, New Brunswick",Domestic sector,v65778954,64.5,x
2014,"Miramichi, New Brunswick",Domestic sector,v65778954,64.5,x
2015,"Miramichi, New Brunswick",Domestic sector,v65778954,64.5,x
2010,"Miramichi, New Brunswick",Transborder sector,v65778955,64.6,x
2011,"Miramichi, New Brunswick",Transborder sector,v65778955,64.6,0.0
2012,"Miramichi, New Brunswick",Transborder sector,v65778955,64.6,0.0
2013,"Miramichi, New Brunswick",Transborder sector,v65778955,64.6,0.0
2014,"Miramichi, New Brunswick",Transborder sector,v65778955,64.6,0.0
2015,"Miramichi, New Brunswick",Transborder sector,v65778955,64.6,0.0
2010,"Miramichi, New Brunswick",Other International sector,v65778956,64.7,0.0
2011,"Miramichi, New Brunswick",Other International sector,v65778956,64.7,0.0
2012,"Miramichi, New Brunswick",Other International sector,v65778956,64.7,0.0
2013,"Miramichi, New Brunswick",Other International sector,v65778956,64.7,0.0
2014,"Miramichi, New Brunswick",Other International sector,v65778956,64.7,0.0
2015,"Miramichi, New Brunswick",Other International sector,v65778956,64.7,0.0
2010,"Miramichi, New Brunswick",Passenger flights,v65778957,64.8,x
2011,"Miramichi, New Brunswick",Passenger flights,v65778957,64.8,x
2012,"Miramichi, New Brunswick",Passenger flights,v65778957,64.8,x
2013,"Miramichi, New Brunswick",Passenger flights,v65778957,64.8,x
2014,"Miramichi, New Brunswick",Passenger flights,v65778957,64.8,x
2015,"Miramichi, New Brunswick",Passenger flights,v65778957,64.8,x
2010,"Moncton/Greater Moncton International, New Brunswick","Total, passengers enplaned and deplaned",v65779150,91.1,536172.0
2011,"Moncton/Greater Moncton International, New Brunswick","Total, passengers enplaned and deplaned",v65779150,91.1,556576.0
2012,"Moncton/Greater Moncton International, New Brunswick","Total, passengers enplaned and deplaned",v65779150,91.1,589186.0
2013,"Moncton/Greater Moncton International, New Brunswick","Total, passengers enplaned and deplaned",v65779150,91.1,644273.0
2014,"Moncton/Greater Moncton International, New Brunswick","Total, passengers enplaned and deplaned",v65779150,91.1,648547.0
2015,"Moncton/Greater Moncton International, New Brunswick","Total, passengers enplaned and deplaned",v65779150,91.1,628054.0
2010,"Moncton/Greater Moncton International, New Brunswick",Passengers enplaned,v65779151,91.2,269370.0
2011,"Moncton/Greater Moncton International, New Brunswick",Passengers enplaned,v65779151,91.2,278609.0
2012,"Moncton/Greater Moncton International, New Brunswick",Passengers enplaned,v65779151,91.2,295285.0
2013,"Moncton/Greater Moncton International, New Brunswick",Passengers enplaned,v65779151,91.2,324146.0
2014,"Moncton/Greater Moncton International, New Brunswick",Passengers enplaned,v65779151,91.2,325544.0
2015,"Moncton/Greater Moncton International, New Brunswick",Passengers enplaned,v65779151,91.2,315498.0
2010,"Moncton/Greater Moncton International, New Brunswick",Passengers deplaned,v65779152,91.3,266802.0
2011,"Moncton/Greater Moncton International, New Brunswick",Passengers deplaned,v65779152,91.3,277967.0
2012,"Moncton/Greater Moncton International, New Brunswick",Passengers deplaned,v65779152,91.3,293901.0
2013,"Moncton/Greater Moncton International, New Brunswick",Passengers deplaned,v65779152,91.3,320127.0
2014,"Moncton/Greater Moncton International, New Brunswick",Passengers deplaned,v65779152,91.3,323003.0
2015,"Moncton/Greater Moncton International, New Brunswick",Passengers deplaned,v65779152,91.3,312556.0
2010,"Moncton/Greater Moncton International, New Brunswick","Total, passenger sector",v65779153,91.4,536172.0
2011,"Moncton/Greater Moncton International, New Brunswick","Total, passenger sector",v65779153,91.4,556576.0
2012,"Moncton/Greater Moncton International, New Brunswick","Total, passenger sector",v65779153,91.4,589186.0
2013,"Moncton/Greater Moncton International, New Brunswick","Total, passenger sector",v65779153,91.4,644273.0
2014,"Moncton/Greater Moncton International, New Brunswick","Total, passenger sector",v65779153,91.4,648547.0
2015,"Moncton/Greater Moncton International, New Brunswick","Total, passenger sector",v65779153,91.4,628054.0
2010,"Moncton/Greater Moncton International, New Brunswick",Domestic sector,v65779154,91.5,485709.0
2011,"Moncton/Greater Moncton International, New Brunswick",Domestic sector,v65779154,91.5,506520.0
2012,"Moncton/Greater Moncton International, New Brunswick",Domestic sector,v65779154,91.5,542814.0
2013,"Moncton/Greater Moncton International, New Brunswick",Domestic sector,v65779154,91.5,585313.0
2014,"Moncton/Greater Moncton International, New Brunswick",Domestic sector,v65779154,91.5,585870.0
2015,"Moncton/Greater Moncton International, New Brunswick",Domestic sector,v65779154,91.5,576498.0
2010,"Moncton/Greater Moncton International, New Brunswick",Transborder sector,v65779155,91.6,30233.0
2011,"Moncton/Greater Moncton International, New Brunswick",Transborder sector,v65779155,91.6,34138.0
2012,"Moncton/Greater Moncton International, New Brunswick",Transborder sector,v65779155,91.6,29503.0
2013,"Moncton/Greater Moncton International, New Brunswick",Transborder sector,v65779155,91.6,29127.0
2014,"Moncton/Greater Moncton International, New Brunswick",Transborder sector,v65779155,91.6,24909.0
2015,"Moncton/Greater Moncton International, New Brunswick",Transborder sector,v65779155,91.6,11192.0
2010,"Moncton/Greater Moncton International, New Brunswick",Other International sector,v65779156,91.7,20230.0
2011,"Moncton/Greater Moncton International, New Brunswick",Other International sector,v65779156,91.7,15918.0
2012,"Moncton/Greater Moncton International, New Brunswick",Other International sector,v65779156,91.7,16869.0
2013,"Moncton/Greater Moncton International, New Brunswick",Other International sector,v65779156,91.7,29833.0
2014,"Moncton/Greater Moncton International, New Brunswick",Other International sector,v65779156,91.7,37768.0
2015,"Moncton/Greater Moncton International, New Brunswick",Other International sector,v65779156,91.7,40364.0
2010,"Moncton/Greater Moncton International, New Brunswick",Passenger flights,v65779157,91.8,11231.0
2011,"Moncton/Greater Moncton International, New Brunswick",Passenger flights,v65779157,91.8,13125.0
2012,"Moncton/Greater Moncton International, New Brunswick",Passenger flights,v65779157,91.8,12394.0
2013,"Moncton/Greater Moncton International, New Brunswick",Passenger flights,v65779157,91.8,12716.0
2014,"Moncton/Greater Moncton International, New Brunswick",Passenger flights,v65779157,91.8,12038.0
2015,"Moncton/Greater Moncton International, New Brunswick",Passenger flights,v65779157,91.8,12184.0
2010,"Saint John, New Brunswick","Total, passengers enplaned and deplaned",v65779382,129.1,220007.0
2011,"Saint John, New Brunswick","Total, passengers enplaned and deplaned",v65779382,129.1,x
2012,"Saint John, New Brunswick","Total, passengers enplaned and deplaned",v65779382,129.1,x
2013,"Saint John, New Brunswick","Total, passengers enplaned and deplaned",v65779382,129.1,x
2014,"Saint John, New Brunswick","Total, passengers enplaned and deplaned",v65779382,129.1,x
2015,"Saint John, New Brunswick","Total, passengers enplaned and deplaned",v65779382,129.1,x
2010,"Saint John, New Brunswick",Passengers enplaned,v65779383,129.2,110170.0
2011,"Saint John, New Brunswick",Passengers enplaned,v65779383,129.2,x
2012,"Saint John, New Brunswick",Passengers enplaned,v65779383,129.2,x
2013,"Saint John, New Brunswick",Passengers enplaned,v65779383,129.2,x
2014,"Saint John, New Brunswick",Passengers enplaned,v65779383,129.2,x
2015,"Saint John, New Brunswick",Passengers enplaned,v65779383,129.2,x
2010,"Saint John, New Brunswick",Passengers deplaned,v65779384,129.3,109837.0
2011,"Saint John, New Brunswick",Passengers deplaned,v65779384,129.3,x
2012,"Saint John, New Brunswick",Passengers deplaned,v65779384,129.3,x
2013,"Saint John, New Brunswick",Passengers deplaned,v65779384,129.3,x
2014,"Saint John, New Brunswick",Passengers deplaned,v65779384,129.3,x
2015,"Saint John, New Brunswick",Passengers deplaned,v65779384,129.3,x
2010,"Saint John, New Brunswick","Total, passenger sector",v65779385,129.4,220007.0
2011,"Saint John, New Brunswick","Total, passenger sector",v65779385,129.4,x
2012,"Saint John, New Brunswick","Total, passenger sector",v65779385,129.4,x
2013,"Saint John, New Brunswick","Total, passenger sector",v65779385,129.4,x
2014,"Saint John, New Brunswick","Total, passenger sector",v65779385,129.4,x
